"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنسَْطَ  َح,,,,,,,,,,تسََط  َح,,,,,,,,,,,,,,,سَطح َ,,,,,,,,,,,,,,,سَطَحَ  3,,,,,ص ص ص,,,,,471,,,,,6,,,,,س ط ح,,,,
"",,,,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََل َ,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََل َ,,,,,ال نوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تطََر َ,,,,,,,,,,,,,,,تسََطر َ,,,,,أَسْطَ  َر,,,,,,,,,,سَطر َ,,,,,,,,,,,,,,,سَطَرَ  1,,,,,ص ص ص,,,,,24,,,,,12,,,,,س ط ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَطع َ,,,,,سَطِعَ  4,,,,,,,,,,سَطَعَ  3,,,,,ص ص ص,,,,,194,,,,,21,,,,,س ط ع,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اَنسَْطَ  َل2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَطَلَ  11,,,,,ص ص ص,,,,,199,,,,,29,,,,,س ط ل,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَطَمَ  1,,,,,ص ص ص,,,,,364,,,,,32,,,,,س ط م,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَطن َ,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,186,,,,,35,,,,,س ط ن,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَسْطَى,,,,,ساطَى,,,,,,,,,,,,,,,,,,,,سَطا  1,,,,,ص ص ع,,,,,276,,,,,38,,,,,س ط و,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنسَْعَ  َب,,,,,,,,,,تسََعب َ,,,,,,,,,,,,,,,سَعب َ,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,59,,,,,3,,,,,س ع ب,,,,
"",,,,,,,,,,,,,,,,,اِسْتسَْعَد َ,,,,,,,,,,,,,,,,,,,,,,,,,تسََع  َد,,,,,أَسْعَ  َد,,,,,ساعدَ َ,,,,,,,,,,سَعِدَ  4,,,,,,,,,,سَعَدَ  3,,,,,ص ص ص,,,,,192,,,,,8,,,,,س ع د,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تعََر َ,,,,,اِنسَْعَ  َر,,,,,تسَاعَ  َر,,,,,تسََع  َر,,,,,أَسْعَر َ,,,,,ساعَر َ,,,,,سَعر َ,,,,,سَعِرَ  4,,,,,,,,,,سَعَرَ  3,,,,,ص ص ص,,,,,28,,,,,12,,,,,س ع ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تعََط َ,,,,,,,,,,,,,,,,,,,,أَسْعَط,,,,,,,,,,سَعط َ,,,,,,,,,,,,,,,سَعَط   13,,,,,ص ص ص,,,,,348,,,,,19,,,,,س ع ط,,,,
"",,,,,,,,,,,,,,,,,اِسْتسَْعَفَ,,,,,,,,,,,,,,,,,,,,,,,,,تسََعفَ,,,,,أَسْعَفَ,,,,,ساعَفَ,,,,,سَعفَ,,,,,سَعِفَ  4,,,,,,,,,,سَعَفَ  3,,,,,ص ص ص,,,,,435,,,,,23,,,,,س ع ف,,,,
"",,,,,,,,,,,,,,,,,اِسْتسَْعَل َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَسْعَل َ,,,,,,,,,,,,,,,سَعِلَ  4,,,,,,,,,,سَعَلَ  1,,,,,ص ص ص,,,,,200,,,,,29,,,,,س ع ل,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَعم َ,,,,,,,,,,,,,,,سَعَمَ  3,,,,,ص ص ص,,,,,365,,,,,32,,,,,س ع م,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تسََعن َ,,,,,أَسْعَن َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,188,,,,,35,,,,,س ع ن,,,,
"",,,,,,,,,,,,,,,,,اِسْتسَْعَى,,,,,,,,,,,,,,,,,,,,تسَاعَى,,,,,,,,,,أَسْعَى,,,,,ساعَى,,,,,,,,,,,,,,,,,,,,سَعَى  3,,,,,ص ص ع,,,,,279,,,,,38,,,,,س ع ي,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَسْغبَ َ,,,,,,,,,,,,,,,سَغِبَ  4,,,,,,,,,,سَغبََ  1,,,,,ص ص ص,,,,,60,,,,,3,,,,,س غ ب,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَغدََ  3,,,,,ص ص ص,,,,,206,,,,,8,,,,,س غ د,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَغرََ  3,,,,,ص ص ص,,,,,37,,,,,12,,,,,س غ ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَغِلَ  4,,,,,,,,,,,,,,,ص ص ص,,,,,202,,,,,29,,,,,س غ ل,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَسْغم َ,,,,,,,,,,سَغم َ,,,,,,,,,,,,,,,سَغمَ  3,,,,,ص ص ص,,,,,366,,,,,32,,,,,س غ م,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تفَتَ,,,,,,,,,,,,,,,,,,,,أَسْفَتَ,,,,,,,,,,,,,,,سَفِتَ  4,,,,,,,,,,,,,,,ص ص ص,,,,,557,,,,,4,,,,,س ف ت,,,,
"",,,,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََ  َل,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََع  َل,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََل َ,,,,,ال نوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنسَْفَ  َح,,,,,تسَافحَ َ,,,,,,,,,,,,,,,سافحَ َ,,,,,سَف  َح,,,,,,,,,,,,,,,سَفَحَ  3,,,,,ص ص ص,,,,,475,,,,,6,,,,,س ف ح,,,,
"",,,,,,,,,,,,,,,,,اِسْتسَْفَد َ,,,,,,,,,,,,,,,اِنسَْفَ  َد,,,,,تسَافدَ َ,,,,,تسََفد َ,,,,,أَسْفَد َ,,,,,سافدَ َ,,,,,سَف  َد,,,,,سَفِدَ  4,,,,,,,,,,سَفَدَ  2,,,,,ص ص ص,,,,,207,,,,,8,,,,,س ف د,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,418,,,,,9,,,,,س ف ذ,,,,
"",,,,,,,,,,,,,,,,,اِسْتسَْفَ  َر,,,,,,,,,,,,,,,اِنسَْفَ  َر,,,,,,,,,,تسََفر َ,,,,,أَسْفَر َ,,,,,سافرَ َ,,,,,سَف  َر,,,,,,,,,,,,,,,سَفَرَ   12,,,,,ص ص ص,,,,,37,,,,,12,,,,,س ف ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تفََ  َط,,,,,,,,,,,,,,,تسََفط َ,,,,,أَسْفَط,,,,,,,,,,سَفط َ,,,,,,,,,,سَفُط  5,,,,,سَفَط  2,,,,,ص ص ص,,,,,350,,,,,19,,,,,س ف ط,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تفََع َ,,,,,,,,,,,,,,,تسََفع َ,,,,,,,,,,سافعَ َ,,,,,سَفع َ,,,,,سَفِعَ  4,,,,,,,,,,سَفَعَ  3,,,,,ص ص ص,,,,,199,,,,,21,,,,,س ف ع,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تف,,,,,اِنسَْف,,,,,,,,,,,,,,,أَسَف,,,,,,,,,,سَففَ,,,,,سَف  4,,,,,,,,,,سَف   21,,,,,ص (ص ص),,,,,439,,,,,23,,,,,س ف ف,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنسَْفَقَ,,,,,,,,,,,,,,,أَسْفَقَ,,,,,,,,,,سَفقَ,,,,,,,,,,,,,,,سَفَقَ  1,,,,,ص ص ص,,,,,452,,,,,25,,,,,س ف ق,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنسَْفَ  َك,,,,,تسَاف  َكَ,,,,,,,,,,,,,,,,,,,,سَف  َك,,,,,,,,,,,,,,,سَفَكَ   12,,,,,ص ص ص,,,,,197,,,,,27,,,,,س ف ك,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تفََل َ,,,,,اِنسَْفَ  َل,,,,,,,,,,تسََف  َل,,,,,,,,,,سافلَ َ,,,,,سَف  َل,,,,,سَفِلَ  4,,,,,سَفُلَ  5,,,,,سَفَلَ  1,,,,,ص ص ص,,,,,204,,,,,29,,,,,س ف ل,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَفن َ,,,,,سَفِنَ  4,,,,,,,,,,سَفَنَ   12,,,,,ص ص ص,,,,,192,,,,,35,,,,,س ف ن,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تسَاف  َهَ,,,,,تسََفه َ,,,,,أَسْفَه َ,,,,,سافهَ َ,,,,,سَف  َه,,,,,سَفِهَ  4,,,,,سَفُهَ  5,,,,,سَفَهَ  1,,,,,ص ص ص,,,,,397,,,,,36,,,,,س ف ه,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَسْفَى,,,,,سافَ,,,,,,,,,,سَفِيَ  4,,,,,,,,,,سَفا  1,,,,,ص ص و,,,,,285,,,,,38,,,,,س ف و,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تفََى,,,,,,,,,,,,,,,,,,,,أَسْفَى,,,,,,,,,,,,,,,,,,,,,,,,,سَفَى  2,,,,,ص ص ي,,,,,285,,,,,38,,,,,س ف ي,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تسَاق  َبَ,,,,,,,,,,أَسْق  َبَ,,,,,ساقبَ َ,,,,,,,,,,سَقِبَ  4,,,,,,,,,,,,,,,ص ص ص,,,,,61,,,,,3,,,,,س ق ب,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَقِتَ  4,,,,,,,,,,,,,,,ص ص ص,,,,,558,,,,,4,,,,,س ق ت,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَسْقدَ َ,,,,,,,,,,سَقد َ,,,,,,,,,,,,,,,سَقدََ  2,,,,,ص ص ص,,,,,208,,,,,8,,,,,س ق د,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَسْقرَ َ,,,,,,,,,,,,,,,,,,,,,,,,,سَقرََ  1,,,,,ص ص ص,,,,,50,,,,,12,,,,,س ق ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَقسَ,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,,,,,,,,,,,س ق س,,,,
"",,,,,,,,,,,,,,,,,,,,,,,تسَاقطَ َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِسّاقطَ َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تُقِ  َع,,,,,,,,,,,,,,,,,,,,أَسْقعَ َ,,,,,,,,,,سَقع َ,,,,,,,,,,,,,,,سَقعََ  3,,,,,ص ص ص,,,,,207,,,,,21,,,,,س ق ع,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,504,,,,,22,,,,,س ق غ,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تسََقفَ,,,,,أَسْقفََ,,,,,,,,,,سَقفَ,,,,,سَقِفَ  4,,,,,,,,,,سَقفَ  3,,,,,ص ص ص,,,,,444,,,,,23,,,,,س ق ف,,,,
"",,,,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََ  َل,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْ  َل,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََل َ,,,,,ال نوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَقِلَ  4,,,,,,,,,,,,,,,ص ص ص,,,,,206,,,,,29,,,,,س ق ل,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنسَْق  َم,,,,,,,,,,تسََقم َ,,,,,أَسْقم َ,,,,,,,,,,سَق  َم,,,,,سَقِمَ  4,,,,,سَقُمَ  5,,,,,,,,,,ص ص ص,,,,,367,,,,,32,,,,,س ق م,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَسْقنَ َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,197,,,,,35,,,,,س ق ن,,,,
"",,,,,,,,,,,,,,,,,اِسْتسَْقى,,,,,,,,,,اِس تقَى,,,,,اِنسَْقى,,,,,تسَاقََ,,,,,تسََقى,,,,,أَسْقىَ,,,,,ساقََ,,,,,سَقى,,,,,,,,,,,,,,,سَقىَ  2,,,,,ص ص ع,,,,,289,,,,,38,,,,,س ق ي,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنسَْكَب َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَكَبَ  1,,,,,ص ص ص,,,,,64,,,,,3,,,,,س ك ب,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تسََكتَ,,,,,أَسْكَتَ,,,,,ساكَتَ,,,,,سَكتَ,,,,,,,,,,,,,,,سَكَتَ  1,,,,,ص ص ص,,,,,558,,,,,4,,,,,س ك ت,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَكج َ,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,,,,,,,,,,,س ك ج,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تسَاكَ  َر,,,,,تسََكر َ,,,,,أَسْكرَ َ,,,,,,,,,,سَكر َ,,,,,سَكِرَ  4,,,,,,,,,,سَكَرَ  1,,,,,ص ص ص,,,,,55,,,,,12,,,,,س ك ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تسََكع َ,,,,,,,,,,,,,,,سَكع َ,,,,,سَكِعَ  4,,,,,,,,,,سَكَعَ  3,,,,,ص ص ص,,,,,209,,,,,21,,,,,س ك ع,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تسََكفَ,,,,,أَسْكَفَ,,,,,,,,,,,,,,,سَكِفَ 4,,,,,,,,,,,,,,,ص ص ص,,,,,450,,,,,23,,,,,س ك ف,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تك,,,,,اِنسَْك,,,,,,,,,,تسََك  َك,,,,,,,,,,,,,,,,,,,,سَك  4,,,,,,,,,,سَك  1,,,,,ص (ص ص),,,,,198,,,,,27,,,,,س ك ك,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَكَ  1,,,,,ص ص ص,,,,,370,,,,,32,,,,,س ك م,,,,
"",,,,,,,,,,,,,,,,,اِس تكَا  َن,,,,,,,,,,اِس تكَن َ,,,,,اِنِسَكَن َ,,,,,تسَاكَ  َن,,,,,تسََكن َ,,,,,أَسْكنَ َ,,,,,ساكَن َ,,,,,سَكن َ,,,,,,,,,,سَكُنَ  5,,,,,سَكَنَ  1,,,,,ص ص ص,,,,,197,,,,,35,,,,,س ك ن,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ساكََ,,,,,,,,,,,,,,,,,,,,سَكا  1,,,,,ص ص ع,,,,,295,,,,,38,,,,,س ك و,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تلََ َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَلََ  3,,,,,ص ص ء,,,,,269,,,,,1,,,,,س ل ء,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تلبَ َ,,,,,اِنسَْلبَ َ,,,,,,,,,,تسََلب َ,,,,,أَسْل  َبَ,,,,,,,,,,سَل  َب,,,,,سَلِبَ  4,,,,,,,,,,سَلبََ  1,,,,,ص ص ص,,,,,68,,,,,3,,,,,س ل ب,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تلتََ,,,,,اِنسَْلتََ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَلتََ   21,,,,,ص ص ص,,,,,563,,,,,4,,,,,س ل ت,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تلَجَ َ,,,,,,,,,,,,,,,تسََل  َج,,,,,,,,,,,,,,,,,,,,سَلِجَ  4,,,,,,,,,,سَلجََ  1,,,,,ص ص ص,,,,,42,,,,,6,,,,,س ل ج,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تسََل  َح,,,,,أَسْل  َحَ,,,,,,,,,,سَل  َح,,,,,,,,,,,,,,,سَلحََ  3,,,,,ص ص ص,,,,,478,,,,,6,,,,,س ل ح,,,,
"",,,,,,,,,,,,,,,,,,,,,,اِسْلخَ,,,,,,,,,,اِنسَْلخَ َ,,,,,,,,,,تسََل  َخ,,,,,,,,,,,,,,,سَلخ َ,,,,,,,,,,سَلخَُ  5,,,,,سَلخََ   31,,,,,ص ص ص,,,,,270,,,,,7,,,,,س ل خ,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تسََلسَ,,,,,أَسْلسََ,,,,,سالسََ,,,,,سَلسَ,,,,,سَلِسَ  4,,,,,سَلسَُ  5,,,,,,,,,,ص ص ص,,,,,149,,,,,16,,,,,س ل س,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تسََلط َ,,,,,,,,,,,,,,,سَلط َ,,,,,سَلِط  4,,,,,سَلطُ  5,,,,,,,,,,ص ص ص,,,,,371,,,,,19,,,,,س ل ط,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنسَْل  َعَ,,,,,,,,,,تسََل َع,,,,,أَسْلعَ َ,,,,,,,,,,سَل َع,,,,,سَلِعَ  4,,,,,,,,,,سَلعََ  3,,,,,ص ص ص,,,,,211,,,,,21,,,,,س ل ع,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنسَْل  َغَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سَلِغَ  4,,,,,,,,,,سَلغََ  3,,,,,ص ص ص,,,,,505,,,,,22,,,,,س ل غ,,,,
"",,,,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََل َ,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََل َ,,,,,ال نوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,اِسْتسَْلفََ,,,,,,,,,,اِس تلَفََ,,,,,,,,,,تسَالفََ,,,,,تسََلفَ,,,,,أَسْلفََ,,,,,سالفََ,,,,,سَلفَ,,,,,,,,,,,,,,,سَلفََ  1,,,,,ص ص ص,,,,,453,,,,,23,,,,,س ل ف,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تلقََ,,,,,اِنسَْلقََ,,,,,,,,,,تسََلقَ,,,,,أَسْلقََ,,,,,,,,,,سَلقَ,,,,,,,,,,,,,,,سَلقََ  1,,,,,ص ص ص,,,,,454,,,,,25,,,,,س ل ق,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنسَْلََ,,,,,,,,,,تسََلَ َ,,,,,أَسْلََ َ,,,,,,,,,,سَلَ َ,,,,,,,,,,,,,,,سَلََ  1,,,,,ص ص ص,,,,,205,,,,,27,,,,,س ل ك,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تل,,,,,اِنسَْل,,,,,,,,,,تسََلل َ,,,,,أَسَل,,,,,,,,,,سَلل َ,,,,,,,,,,,,,,,سَل   21,,,,,ص (ص ص),,,,,207,,,,,29,,,,,س ل ل,,,,
"",,,,,,,,,,,,,,,,,اِسْتسَْ  ََلَ,,,,,,,,,,اِس ت  ََلَ,,,,,,,,,,تسَال  َمَ,,,,,تسََلَ َ,,,,,أَسْلَ ََ,,,,,سالمَ َ,,,,,سَلَ َ,,,,,سَلَِ  4,,,,,,,,,,سَلََ  2,,,,,ص ص ص,,,,,370,,,,,32,,,,,س ل م,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,اِس تلَ,,,اِنسَْلَ,,,,,,,,,,تسََل,,,,,أَسْلَ,,,,,,,,,,سَل,,,,,سَلِ  4,,,,,,,,,,سَلا  1,,,,,ص ص و,,,,,296,,,,,38,,,,,س ل و,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,اِس تلَ,,,,,,,,,,,,,,,,,,أَسْلَ,,,,,,,,,,سَل,,,,,سَلِ  4,,,,,,,,,,سَلَ  2,,,,,ص ص ي,,,,,296,,,,,38,,,,,س ل ي,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِس تمَتَ,,,,,,,,,,تسَامَتَ,,,,,تسََمتَ,,,,,,,,,,سامَتَ,,,,,سََتَ,,,,,,,,,,,,,,,سََتَ   21,,,,,ص ص ص,,,,,566,,,,,4,,,,,س م ت,,,,
"",,,,,,,,,,,,,,,,,اِسْتسَْمَج َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سََج َ,,,,,,,,,,سََجَ  5,,,,,,,,,,ص ص ص,,,,,44,,,,,6,,,,,س م ج,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تسَامَ  َح,,,,,تسََمح َ,,,,,أَسَْح َ,,,,,سامَ  َح,,,,,سََح َ,,,,,,,,,,سََحَ  5,,,,,سََحَ  3,,,,,ص ص ص,,,,,484,,,,,6,,,,,س م ح,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سََخ َ,,,,,,,,,,,,,,,سََخَ  3,,,,,ص ص ص,,,,,273,,,,,7,,,,,س م خ,,,,
"",,,,,,,اِسْماد,,,,,,,,,,,,,,,اِسَْد,,,,,,,,,,,,,,,,,,,,,,,,,أَسَْد َ,,,,,,,,,,سََد َ,,,,,,,,,,,,,,,سََدَ  1,,,,,ص ص ص,,,,,210,,,,,8,,,,,س م د,,,,
"",,,,,,,اِسْمار,,,,,,,,,,,,,,,اِسَْر,,,,,,,,,,,,,,,تسَامَ  َر,,,,,تسََمر َ,,,,,أَسَْر َ,,,,,سامَر َ,,,,,سََر َ,,,,,سََرَ  4,,,,,سََرَ  5,,,,,سََرَ   21,,,,,ص ص ص,,,,,71,,,,,12,,,,,س م ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنسَْمَط َ,,,,,,,,,,تسََمط َ,,,,,أَسَْط,,,,,,,,,,سََط,,,,,,,,,,,,,,,سََط   12,,,,,ص ص ص,,,,,379,,,,,19,,,,,س م ط,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,تسََمع َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِسَع َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سََغ َ,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,506,,,,,22,,,,,س م غ,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سََقَ  1,,,,,ص ص ص,,,,,465,,,,,25,,,,,س م ق,,,,
